Species	Dem	Slope	TPI	TRI	Cheigh	NeaDistRiv	DistRoad	DistVillage	Season	Effort	Habitat	Visibility	Dist_Nath	X	Y
Potamochoerus porcus	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Cephalophus dorsalis	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Cephalophus rufilatus	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Atherurus africanus	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSP	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Philantomba monticola	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Cephalophus rufilatus	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Cephalophus rufilatus	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	PSS	347	Forest	Open	1367	12,303865	4,979484
Cephalophus silvicultor	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Cercocebus agilis	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Potamochoerus porcus	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Tragelaphus spekii	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Cephalophus rufilatus	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Cercocebus agilis	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Cephalophus rufilatus	604	90	-4	15	20	140	15234	14502	GSP	347	Forest	Open	1367	12,303865	4,979484
Nandinia binotata	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Bdeogale nigripes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cercopithecus nictitans	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Bdeogale nigripes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus callipygus	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus callipygus	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Nandinia binotata	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Papio anubis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Pan troglodytes	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Genetta servalina	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Smutsia gigantea	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cercopithecus nictitans	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Atilax paludinosus	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Atherurus africanus	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Smutsia gigantea	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Caracal aurata	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus callipygus	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Papio anubis	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Papio anubis	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cricetomys emini	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Genetta servalina	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Genetta servalina	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	PSS	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Orycteropus afer	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus callipygus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Nandinia binotata	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cercocebus agilis	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Nandinia binotata	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Potamochoerus porcus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Civettictis civetta	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus silvicultor	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Atherurus africanus	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Cephalophus dorsalis	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
Philantomba monticola	616	90	4	20	27	524	16833	15333	GSP	348	Forest	Close	26	12,303456	4,997877
