Species	Dem	Slope	TPI	TRI	Cheigh	NeaDistRiv	DistRoad	DistVillage	Season	Effort	Habitat	Visibility	Dist_Nath	X	Y
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	PSS	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	PSS	52	Savannah	Open	923	12,106644	4,977375
Cephalophus dorsalis	592	90	-2	17	4	437	23082	11308	PSS	52	Savannah	Open	923	12,106644	4,977375
Orycteropus afer	592	90	-2	17	4	437	23082	11308	PSS	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Thryonomys swinderianus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Thryonomys swinderianus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Orycteropus afer	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Orycteropus afer	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Thryonomys swinderianus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Cephalophus rufilatus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Funisciurus pyrropus	592	90	-2	17	4	437	23082	11308	GSP	52	Savannah	Open	923	12,106644	4,977375
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Potamochoerus porcus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Civettictis civetta	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Civettictis civetta	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Pan troglodytes	596	89	-6	23	14	340	9496	14308	GSP	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Genetta servalina	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus silvicultor	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus silvicultor	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Potamochoerus porcus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Herpestes naso	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Atherurus africanus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cercopithecus neglectus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Bdeogale nigripes	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Bdeogale nigripes	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Genetta servalina	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Atherurus africanus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus rufilatus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus rufilatus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus silvicultor	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Civettictis civetta	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Herpestes naso	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Atherurus africanus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Civettictis civetta	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Herpestes naso	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Genetta cristata	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus dorsalis	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Genetta servalina	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cercopithecus neglectus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Atherurus africanus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Cephalophus rufilatus	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Genetta servalina	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	GSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSP	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSP	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	PSP	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	PSP	346	Forest	Open	620	12,141678	4,978849
Tragelaphus spekii	596	89	-6	23	14	340	9496	14308	PSP	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSS	346	Forest	Open	620	12,141678	4,978849
Philantomba monticola	596	89	-6	23	14	340	9496	14308	PSS	346	Forest	Open	620	12,141678	4,978849
Smutsia gigantea	599	89	-3	15	3	262	5822	12784	GSS	211	Savannah	Open	0.5	12,141553	4,997173
Cricetomys emini	599	89	-3	15	3	262	5822	12784	PSS	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus silvicultor	599	89	-3	15	3	262	5822	12784	PSS	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus silvicultor	599	89	-3	15	3	262	5822	12784	PSS	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	PSS	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus silvicultor	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus silvicultor	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Funisciurus pyrropus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus rufilatus	599	89	-3	15	3	262	5822	12784	GSP	211	Savannah	Open	0.5	12,141553	4,997173
Cephalophus dorsalis	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Nandinia binotata	600	90	0	9	11	499	4348	11778	GSP	253	Forest	Open	1769	12,14154	5,0105
Potamochoerus porcus	600	90	0	9	11	499	4348	11778	GSP	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Cephalophus callipygus	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Pan troglodytes	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Atherurus africanus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus mona	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Nandinia binotata	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Atherurus africanus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Phataginus tricuspis	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Nandinia binotata	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Syncerus caffer	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Herpestes naso	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cricetomys emini	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Atherurus africanus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cricetomys emini	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Atherurus africanus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Genetta servalina	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Genetta servalina	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Potamochoerus porcus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Potamochoerus porcus	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Cephalophus silvicultor	600	90	0	9	11	499	4348	11778	GSS	253	Forest	Open	1769	12,14154	5,0105
Philantomba monticola	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Cercopithecus nictitans	600	90	0	9	11	499	4348	11778	PSP	253	Forest	Open	1769	12,14154	5,0105
Orycteropus afer	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Cephalophus silvicultor	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Orycteropus afer	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Philantomba monticola	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Philantomba monticola	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Philantomba monticola	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Philantomba monticola	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Philantomba monticola	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Pan troglodytes	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Pan troglodytes	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Pan troglodytes	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
Pan troglodytes	611	90	3	19	9	446	7880	15647	GSS	213	Savannah	Open	1381	12,15961	4,97867
